County,AUN,LEA,School Code,School,Oct 1 Enrollment Grades 7-12,Male Dropouts,Female Dropouts,Dropouts,Dropout Rate
Bucks,122091352,Bristol Township SD,1027,Roosevelt MS,515,0,0,0,0.00%
Bucks,122091352,Bristol Township SD,1029,Truman SHS,"1,622",17,12,29,1.79%
Bucks,122091457,Bucks County Technical High School,1030,Bucks County Technical High School,"1,424",1,0,1,0.07%
Bucks,122092002,Centennial SD,9999,Centennial SD,12,2,0,2,16.67%
Bucks,122092002,Centennial SD,7271,Klinger MS,442,0,1,1,0.23%
Bucks,122092002,Centennial SD,7274,Log College MS,431,0,0,0,0.00%
Bucks,122092002,Centennial SD,1040,William Tennent HS,"1,787",13,6,19,1.06%
Bucks,122090001,Center for Student Learning CS at Pennsb,7726,Center for Student Lrng CS Pennsbury,134,4,4,8,5.97%
Bucks,122092102,Central Bucks SD,5133,Central Bucks HS-East,"1,554",2,0,2,0.13%
Bucks,122092102,Central Bucks SD,7790,Central Bucks HS-South,"1,730",4,1,5,0.29%
Bucks,122092102,Central Bucks SD,1043,Central Bucks HS-West,"1,466",3,2,5,0.34%
Bucks,122092102,Central Bucks SD,9999,Central Bucks SD,75,2,1,3,4.00%
Bucks,122092102,Central Bucks SD,5307,Holicong MS,"1,011",0,0,0,0.00%
Bucks,122092102,Central Bucks SD,1041,Lenape MS,917,0,0,0,0.00%
Bucks,122092102,Central Bucks SD,1042,Tamanend MS,848,0,0,0,0.00%
Bucks,122092102,Central Bucks SD,7715,Tohickon MS,906,0,0,0,0.00%
Bucks,122092102,Central Bucks SD,4678,Unami MS,888,0,0,0,0.00%
Bucks,122092353,Council Rock SD,5096,Council Rock HS North,"1,647",4,1,5,0.30%
Bucks,122092353,Council Rock SD,7749,Council Rock HS South,"2,039",2,1,3,0.15%
Bucks,122092353,Council Rock SD,8447,Holland MS,979,0,0,0,0.00%
Bucks,122092353,Council Rock SD,6453,Newtown MS,801,0,0,0,0.00%
Bucks,122097203,Morrisville Borough SD,8381,Morrisville HS,377,3,0,3,0.80%
Bucks,122097502,Neshaminy SD,7380,Maple Point MS,677,0,0,0,0.00%
Bucks,122097502,Neshaminy SD,6455,Neshaminy HS,"2,556",14,5,19,0.74%
Bucks,122097502,Neshaminy SD,9999,Neshaminy SD,37,0,1,1,2.70%
Bucks,122097502,Neshaminy SD,1077,Poquessing MS,443,0,0,0,0.00%
Bucks,122097502,Neshaminy SD,1076,Sandburg MS,362,0,0,0,0.00%
Bucks,122097604,New Hope-Solebury SD,1084,New Hope-Solebury HS,509,2,1,3,0.59%
Bucks,122097604,New Hope-Solebury SD,7561,New Hope-Solebury MS,220,0,0,0,0.00%
Bucks,122098003,Palisades SD,1094,Palisades HS,589,1,6,7,1.19%
Bucks,122098003,Palisades SD,7312,Palisades MS,222,0,0,0,0.00%
Bucks,122098003,Palisades SD,9999,Palisades SD,1,1,0,1,100.00%
Bucks,122098103,Pennridge SD,4681,Pennridge Central MS,416,0,0,0,0.00%
Bucks,122098103,Pennridge SD,1100,Pennridge HS,"2,332",8,1,9,0.39%
Bucks,122098103,Pennridge SD,7957,Pennridge North MS,438,0,0,0,0.00%
Bucks,122098103,Pennridge SD,9999,Pennridge SD,22,1,0,1,4.55%
Bucks,122098103,Pennridge SD,1099,Pennridge South MS,313,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,7308,Charles H Boehm MS,470,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,4682,Pennsbury HS,"3,043",9,9,18,0.59%
Bucks,122098202,Pennsbury SD,1116,Pennwood MS,505,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,8441,Village Park Academy,9,0,0,0,0.00%
Bucks,122098202,Pennsbury SD,1113,William Penn MS,609,0,0,0,0.00%
Bucks,122098403,Quakertown Community SD,1128,Quakertown Community HS,"1,670",11,2,13,0.78%
Bucks,122098403,Quakertown Community SD,9999,Quakertown Community SD,2,0,0,0,0.00%
Bucks,122098403,Quakertown Community SD,4965,Strayer MS,848,0,0,0,0.00%
Bucks,122093140,School Lane CS,7568,School Lane CS,498,0,0,0,0.00%
Butler,104101252,Butler Area SD,6690,Butler Area IHS,"1,505",1,1,2,0.13%
Butler,104101252,Butler Area SD,9999,Butler Area SD,76,9,5,14,18.42%
Butler,104101252,Butler Area SD,8344,Butler Area SHS,"1,464",24,16,40,2.73%
Butler,104103603,Karns City Area SD,9999,Karns City Area SD,13,2,0,2,15.38%
Butler,104103603,Karns City Area SD,1154,Karns City HS,648,0,1,1,0.15%
Butler,104105003,Mars Area SD,7929,Mars Area Centennial Sch,2,0,0,0,0.00%
Butler,104105003,Mars Area SD,5363,Mars Area MS,533,0,0,0,0.00%
Butler,104105003,Mars Area SD,1159,Mars Area SHS,"1,030",3,0,3,0.29%
Butler,104105353,Moniteau SD,1164,Moniteau JSHS,602,4,1,5,0.83%
Butler,104107903,Seneca Valley SD,5311,Ryan Gloyer MS,"1,139",0,0,0,0.00%
Butler,104107903,Seneca Valley SD,8318,Seneca Valley HS,"2,378",9,7,16,0.67%
Butler,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,657,5,2,7,1.07%
Butler,104107503,Slippery Rock Area SD,6647,Slippery Rock Area MS,297,0,0,0,0.00%
Butler,104107503,Slippery Rock Area SD,9999,Slippery Rock Area SD,4,0,0,0,0.00%
Butler,104107803,South Butler County SD,1177,Knoch HS,799,2,2,4,0.50%
Butler,104107803,South Butler County SD,7460,Knoch MS,353,0,0,0,0.00%
Butler,104107803,South Butler County SD,9999,South Butler County SD,8,0,0,0,0.00%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,290,4,0,4,1.38%
Cambria,108110603,Blacklick Valley SD,9999,Blacklick Valley SD,1,0,0,0,0.00%
Cambria,108111203,Cambria Heights SD,1199,Cambria Heights MS,207,0,0,0,0.00%
Cambria,108111203,Cambria Heights SD,5212,Cambria Heights SHS,434,2,2,4,0.92%
Cambria,108111303,Central Cambria SD,1208,Central Cambria HS,539,4,3,7,1.30%
Cambria,108111303,Central Cambria SD,1202,Central Cambria MS,266,0,0,0,0.00%
Cambria,108111303,Central Cambria SD,9999,Central Cambria SD,2,0,0,0,0.00%
Cambria,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,333,3,5,8,2.40%
Cambria,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,285,4,4,8,2.81%
Cambria,108112003,Ferndale Area SD,9999,Ferndale Area SD,1,0,0,0,0.00%
Cambria,108112203,Forest Hills SD,8382,Forest Hills JSHS,812,2,2,4,0.49%
Cambria,108112502,Greater Johnstown SD,1252,Greater Johnstown MS,175,1,1,2,1.14%
Cambria,108112502,Greater Johnstown SD,8314,Greater Johnstown School District's Cybe,54,2,5,7,12.96%
Cambria,108112502,Greater Johnstown SD,9999,Greater Johnstown SD,31,1,0,1,3.23%
Cambria,108112502,Greater Johnstown SD,1251,Greater Johnstown SHS,"1,001",8,10,18,1.80%
Cambria,108114503,Northern Cambria SD,6201,Northern Cambria HS,339,2,1,3,0.88%
Cambria,108114503,Northern Cambria SD,6860,Northern Cambria MS,181,0,0,0,0.00%
Cambria,108116003,Penn Cambria SD,1213,Penn Cambria HS,558,0,1,1,0.18%
Cambria,108116003,Penn Cambria SD,7139,Penn Cambria Intrmd Sch,1,0,0,0,0.00%
Cambria,108116003,Penn Cambria SD,6990,Penn Cambria MS,255,0,0,0,0.00%
Cambria,108116003,Penn Cambria SD,9999,Penn Cambria SD,7,0,0,0,0.00%
Cambria,108116303,Portage Area SD,1270,Portage Area JSHS,438,1,1,2,0.46%
Cambria,108116503,Richland SD,7941,Richland HS,738,0,1,1,0.14%
Cambria,108116503,Richland SD,9999,Richland SD,3,0,0,0,0.00%
Cambria,108118503,Westmont Hilltop SD,8379,Westmont Hilltop JSHS,715,0,0,0,0.00%
Cameron,109122703,Cameron County SD,1299,Cameron County JSHS,232,1,0,1,0.43%
Carbon,121131507,Carbon Career & Technical Institute,4870,Carbon Career & Technical Institute,393,0,0,0,0.00%
Carbon,121135003,Jim Thorpe Area SD,1307,Jim Thorpe Area HS,606,2,1,3,0.50%
Carbon,121135003,Jim Thorpe Area SD,9999,Jim Thorpe Area SD,67,0,0,0,0.00%
Carbon,121135003,Jim Thorpe Area SD,6965,L B Morris El Sch,183,0,0,0,0.00%
Carbon,121135003,Jim Thorpe Area SD,7785,Penn-Kidder Campus,157,0,1,1,0.64%
Carbon,121135503,Lehighton Area SD,1315,Lehighton Area HS,702,4,3,7,1.00%
Carbon,121135503,Lehighton Area SD,1314,Lehighton Area MS,381,0,0,0,0.00%
Carbon,121136503,Palmerton Area SD,4734,Palmerton Area HS,482,4,3,7,1.45%
Carbon,121136503,Palmerton Area SD,7140,Palmerton Area JHS,286,0,0,0,0.00%
Carbon,121136503,Palmerton Area SD,9999,Palmerton Area SD,11,0,0,0,0.00%
Carbon,121136603,Panther Valley SD,8348,Panther Valley JSHS,698,11,9,20,2.87%
Carbon,121139004,Weatherly Area SD,6838,Weatherly Area MS,109,0,0,0,0.00%
Carbon,121139004,Weatherly Area SD,9999,Weatherly Area SD,10,2,1,3,30.00%
Carbon,121139004,Weatherly Area SD,1327,Weatherly Area SHS,184,1,0,1,0.54%
Centre,110141003,Bald Eagle Area SD,1335,Bald Eagle Area JSHS,777,1,0,1,0.13%
Centre,110141003,Bald Eagle Area SD,9999,Bald Eagle Area SD,4,0,0,0,0.00%
Centre,110141103,Bellefonte Area SD,1343,Bellefonte Area HS,869,5,5,10,1.15%
Centre,110141103,Bellefonte Area SD,1342,Bellefonte Area MS,410,0,0,0,0.00%
Centre,110143060,Centre Learning Community CS,7552,Centre Learning Community CS,46,0,0,0,0.00%
Centre,110143120,Nittany Valley CS,7566,Nittany Valley CS,2,0,0,0,0.00%
Centre,110147003,Penns Valley Area SD,6231,Penns Valley Area JSHS,653,2,2,4,0.61%
Centre,110148002,State College Area SD,7426,Mount Nittany MS,544,0,0,0,0.00%
Centre,110148002,State College Area SD,6234,Park Forest MS,498,0,0,0,0.00%
Centre,110148002,State College Area SD,1364,State College Area HS,"2,344",6,11,17,0.73%
Centre,110140001,Young Scholars of Central PA CS,7841,Young Scholars of Central PA CS,49,0,0,0,0.00%
Centre,110140001,Young Scholars of Central PA CS,9999,Young Scholars of Central PA CS,1,0,0,0,0.00%
Chester,124150002,21st Century Cyber CS,7691,21st Century Cyber CS,"1,162",47,70,117,10.07%
Chester,125230001,Achievement House CS,7824,Achievement House CS,494,29,50,79,15.99%
Chester,124150003,Avon Grove CS,9999,Avon Grove CS,5,0,0,0,0.00%
Chester,124150003,Avon Grove CS,7721,Avon Grove CS,645,2,1,3,0.47%
Chester,124150503,Avon Grove SD,1367,Avon Grove HS,"1,727",12,8,20,1.16%
Chester,124150503,Avon Grove SD,5216,Fred S Engle MS,833,0,0,0,0.00%
Chester,124151902,Coatesville Area SD,8415,Coatesville Area SD Cyber Academy,92,3,2,5,5.43%
Chester,124151902,Coatesville Area SD,5012,Coatesville Area SHS,910,10,1,11,1.21%
Chester,124151902,Coatesville Area SD,8416,Coatesville Intermediate HS,925,0,2,2,0.22%
Chester,124151902,Coatesville Area SD,6473,North Brandywine MS,253,0,0,0,0.00%
Chester,124151902,Coatesville Area SD,7767,Scott MS,235,0,0,0,0.00%
Chester,124151902,Coatesville Area SD,6474,South Brandywine MS,346,0,0,0,0.00%
Chester,124153320,Collegium CS,7628,Collegium CS,877,1,0,1,0.11%
Chester,124153320,Collegium CS,9999,Collegium CS,1,0,0,0,0.00%
Chester,124152003,Downingtown Area SD,7759,Downingtown HS East Campus,"1,749",4,2,6,0.34%
Chester,124152003,Downingtown Area SD,1387,Downingtown HS West Campus,"1,646",6,3,9,0.55%
Chester,124152003,Downingtown Area SD,7517,Downingtown MS,"1,123",0,0,0,0.00%
Chester,124152003,Downingtown Area SD,8174,Downingtown STEM Academy,819,0,0,0,0.00%
Chester,124152003,Downingtown Area SD,7516,Lionville MS,"1,071",0,0,0,0.00%
Chester,124153503,Great Valley SD,1424,Great Valley HS,"1,319",3,0,3,0.23%
Chester,124153503,Great Valley SD,1422,Great Valley MS,658,0,0,0,0.00%
Chester,124152637,Insight PA Cyber CS,8394,Insight PA Cyber CS,917,58,60,118,12.87%
Chester,124154003,Kennett Consolidated SD,6482,Kennett HS,"1,345",12,6,18,1.34%
Chester,124154003,Kennett Consolidated SD,6834,Kennett MS,712,1,1,2,0.28%
Chester,124156503,Octorara Area SD,1414,Octorara Area JSHS,"1,119",4,1,5,0.45%
Chester,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,"1,648",3,3,6,0.36%
Chester,124156603,Owen J Roberts SD,5010,Owen J Roberts MS,899,0,0,0,0.00%
Chester,124156603,Owen J Roberts SD,9999,Owen J Roberts SD,3,1,0,1,33.33%
Chester,124156703,Oxford Area SD,1420,Oxford Area HS,"1,279",9,6,15,1.17%
Chester,124156703,Oxford Area SD,1418,Penn's Grove Sch,617,0,0,0,0.00%
Chester,124150004,Pennsylvania Leadership Charter School,7819,Pennsylvania Leadership CS,"2,024",38,40,78,3.85%
Chester,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,"1,154",9,3,12,1.04%
Chester,124157203,Phoenixville Area SD,1425,Phoenixville Area MS,599,0,0,0,0.00%
Chester,124157203,Phoenixville Area SD,9999,Phoenixville Area SD,6,2,0,2,33.33%
Chester,124153350,Renaissance Academy CS,7636,Renaissance Academy CS,464,0,0,0,0.00%
Chester,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,"2,219",0,0,0,0.00%
Chester,124157802,Tredyffrin-Easttown SD,1421,Tredyffrin-Easttown MS,594,0,0,0,0.00%
Chester,124157802,Tredyffrin-Easttown SD,9999,Tredyffrin-Easttown SD,15,0,0,0,0.00%
Chester,124157802,Tredyffrin-Easttown SD,4689,Valley Forge MS,600,0,0,0,0.00%
Chester,124158503,Unionville-Chadds Ford SD,6719,Charles F Patton MS,646,0,0,0,0.00%
Chester,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,"1,363",0,0,0,0.00%
Chester,124159002,West Chester Area SD,1452,E N Peirce MS,645,0,0,0,0.00%
Chester,124159002,West Chester Area SD,5137,J R Fugett MS,589,0,0,0,0.00%
Chester,124159002,West Chester Area SD,1451,Stetson MS,599,0,0,0,0.00%
Chester,124159002,West Chester Area SD,7894,West Chester Bayard Rustin HS,"1,295",2,1,3,0.23%
Chester,124159002,West Chester Area SD,6734,West Chester East HS,"1,254",1,4,5,0.40%
Chester,124159002,West Chester Area SD,1453,West Chester Henderson HS,"1,296",2,2,4,0.31%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,302,1,0,1,0.33%
Clarion,106160303,Allegheny-Clarion Valley SD,9999,Allegheny-Clarion Valley SD,30,0,0,0,0.00%
Clarion,106161203,Clarion Area SD,1475,Clarion Area JSHS,360,2,0,2,0.56%
Clarion,106161203,Clarion Area SD,9999,Clarion Area SD,13,0,0,0,0.00%
Clarion,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,381,2,3,5,1.31%
Clarion,106166503,Keystone SD,1486,Keystone JSHS,485,1,0,1,0.21%
Clarion,106167504,North Clarion County SD,1489,North Clarion Co JSHS,289,3,1,4,1.38%
Clarion,106168003,Redbank Valley SD,1495,Redbank Valley HS,499,2,4,6,1.20%
Clarion,106169003,Union SD,1501,Union HS,235,3,0,3,1.28%
Clarion,106169003,Union SD,9999,Union SD,7,0,0,0,0.00%
Clearfield,110171003,Clearfield Area SD,6236,Clearfield Area JSHS,"1,001",9,11,20,2.00%
Clearfield,110171003,Clearfield Area SD,9999,Clearfield Area SD,12,0,0,0,0.00%
Clearfield,110171803,Curwensville Area SD,1529,Curwensville Area JSHS,480,2,4,6,1.25%
Clearfield,106172003,Dubois Area SD,2385,C G Johnson El Sch,2,0,0,0,0.00%
Clearfield,106172003,Dubois Area SD,1541,Dubois Area MS,546,0,0,0,0.00%
Clearfield,106172003,Dubois Area SD,9999,Dubois Area SD,19,0,0,0,0.00%
Clearfield,106172003,Dubois Area SD,6156,Dubois Area SHS,"1,009",2,10,12,1.19%
Clearfield,110173003,Glendale SD,5219,Glendale JSHS,379,1,2,3,0.79%
Clearfield,110173003,Glendale SD,9999,Glendale SD,2,0,0,0,0.00%
Clearfield,110173504,Harmony Area SD,8316,Harmony Area JSHS,130,0,0,0,0.00%
Clearfield,110173504,Harmony Area SD,9999,Harmony Area SD,1,0,0,0,0.00%
Clearfield,110175003,Moshannon Valley SD,1550,Moshannon Valley JSHS,412,2,1,3,0.73%
Clearfield,110175003,Moshannon Valley SD,9999,Moshannon Valley SD,2,0,0,0,0.00%
Clearfield,110177003,Philipsburg-Osceola Area SD,1560,Philipsburg-Osceola Area HS,516,6,7,13,2.52%
Clearfield,110177003,Philipsburg-Osceola Area SD,8301,Philipsburg-Osceola Area MS,268,0,0,0,0.00%
Clearfield,110177003,Philipsburg-Osceola Area SD,9999,Philipsburg-Osceola Area SD,17,0,0,0,0.00%
Clearfield,110179003,West Branch Area SD,1566,West Branch Area JSHS,499,4,3,7,1.40%
Clinton,110183602,Keystone Central SD,7795,Bucktail Area MS,66,0,0,0,0.00%
Clinton,110183602,Keystone Central SD,6241,Bucktail HS,136,0,1,1,0.74%
Clinton,110183602,Keystone Central SD,7589,Central Mountain HS,"1,095",9,3,12,1.10%
Clinton,110183602,Keystone Central SD,7590,Central Mountain MS,547,0,0,0,0.00%
Clinton,110183602,Keystone Central SD,9999,Keystone Central SD,2,0,0,0,0.00%
Clinton,101833400,Sugar Valley Rural CS,7635,Sugar Valley Rural CS,228,0,0,0,0.00%
Columbia,116191004,Benton Area SD,8434,Benton Area HS,179,1,1,2,1.12%
Columbia,116191004,Benton Area SD,8433,Benton Area MS,102,0,0,0,0.00%
Columbia,116191004,Benton Area SD,9999,Benton Area SD,1,0,0,0,0.00%
Columbia,116191103,Berwick Area SD,1605,Berwick Area HS,732,20,13,33,4.51%
Columbia,116191103,Berwick Area SD,6808,Berwick Area MS,482,1,0,1,0.21%
Columbia,116191203,Bloomsburg Area SD,1612,Bloomsburg Area HS,396,4,3,7,1.77%
Columbia,116191203,Bloomsburg Area SD,1611,Bloomsburg Area MS,256,0,0,0,0.00%
Columbia,116191503,Central Columbia SD,5390,Central Columbia MS,314,0,0,0,0.00%
Columbia,116191503,Central Columbia SD,9999,Central Columbia SD,2,0,0,0,0.00%
Columbia,116191503,Central Columbia SD,1619,Central Columbia SHS,568,2,0,2,0.35%
Columbia,116191757,Columbia-Montour AVTS,5178,Columbia-Montour AVTS,637,6,4,10,1.57%
Columbia,116195004,Millville Area SD,1623,Millville Area JSHS,306,1,0,1,0.33%
Columbia,116195004,Millville Area SD,9999,Millville Area SD,3,0,0,0,0.00%
Columbia,116197503,Southern Columbia Area SD,1627,Southern Columbia HS,432,1,1,2,0.46%
Columbia,116197503,Southern Columbia Area SD,7668,Southern Columbia MS,216,0,0,0,0.00%
Columbia,116493130,Susq-Cyber CS,7567,Susq-Cyber CS,65,11,14,25,38.46%
Crawford,105201033,Conneaut SD,8224,Conneaut Area Senior High,635,4,5,9,1.42%
Crawford,105201033,Conneaut SD,8225,Conneaut Lake MS,178,0,0,0,0.00%
Crawford,105201033,Conneaut SD,8226,Conneaut Valley MS,124,0,0,0,0.00%
Crawford,105201352,Crawford Central SD,1632,Cochranton JSHS,396,0,0,0,0.00%
Crawford,105201352,Crawford Central SD,9999,Crawford Central SD,16,0,0,0,0.00%
Crawford,105201352,Crawford Central SD,1654,Meadville Area SHS,849,12,15,27,3.18%
Crawford,105201352,Crawford Central SD,1653,Meadville MS,409,0,0,0,0.00%
Crawford,105204703,Penncrest SD,1629,Cambridge Springs JSHS,412,0,0,0,0.00%
Crawford,105204703,Penncrest SD,6942,Maplewood JSHS,479,1,0,1,0.21%
Crawford,105204703,Penncrest SD,9999,Penncrest SD,7,3,0,3,42.86%
Crawford,105204703,Penncrest SD,6136,Saegertown JSHS,460,2,1,3,0.65%
Cumberland,115210503,Big Spring SD,1677,Big Spring HS,821,8,0,8,0.97%
Cumberland,115210503,Big Spring SD,6326,Big Spring MS,374,0,0,0,0.00%
Cumberland,115211003,Camp Hill SD,7509,Camp Hill MS,217,0,0,0,0.00%
Cumberland,115211003,Camp Hill SD,9999,Camp Hill SD,2,0,0,0,0.00%
Cumberland,115211003,Camp Hill SD,1682,Camp Hill SHS,417,0,0,0,0.00%
Cumberland,115211103,Carlisle Area SD,1694,Carlisle Area HS,"1,526",4,10,14,0.92%
Cumberland,115211103,Carlisle Area SD,9999,Carlisle Area SD,30,2,0,2,6.67%
Cumberland,115211103,Carlisle Area SD,7011,Lamberton MS,407,0,0,0,0.00%
Cumberland,115211103,Carlisle Area SD,7010,Wilson MS,394,0,0,0,0.00%
Cumberland,115211603,Cumberland Valley SD,1701,Cumberland Valley HS,"2,735",8,6,14,0.51%
Cumberland,115211603,Cumberland Valley SD,9999,Cumberland Valley SD,14,0,0,0,0.00%
Cumberland,115211603,Cumberland Valley SD,6714,Eagle View MS,687,0,0,0,0.00%
Cumberland,115211603,Cumberland Valley SD,4849,Good Hope MS,784,0,0,0,0.00%
Cumberland,115212503,East Pennsboro Area SD,5220,East Pennsboro Area MS,388,0,0,0,0.00%
Cumberland,115212503,East Pennsboro Area SD,9999,East Pennsboro Area SD,19,2,0,2,10.53%
Cumberland,115212503,East Pennsboro Area SD,1707,East Pennsboro Area SHS,779,7,4,11,1.41%
Cumberland,115216503,Mechanicsburg Area SD,9999,Mechanicsburg Area SD,6,1,2,3,50.00%
Cumberland,115216503,Mechanicsburg Area SD,5098,Mechanicsburg Area SHS,"1,181",3,0,3,0.25%
Cumberland,115216503,Mechanicsburg Area SD,1715,Mechanicsburg MS,644,0,0,0,0.00%
Cumberland,115218003,Shippensburg Area SD,1729,Shippensburg Area MS,537,0,1,1,0.19%
Cumberland,115218003,Shippensburg Area SD,5221,Shippensburg Area SHS,"1,034",5,7,12,1.16%
Cumberland,115218303,South Middleton SD,6328,Boiling Springs HS,653,10,2,12,1.84%
Cumberland,115218303,South Middleton SD,9999,South Middleton SD,9,0,0,0,0.00%
Cumberland,115218303,South Middleton SD,7611,Yellow Breeches MS,369,0,0,0,0.00%
Dauphin,115227010,Capital Area School for the Arts Charter,8278,Capital Area School for the Arts Charter,186,0,1,1,0.54%
Dauphin,115221402,Central Dauphin SD,1744,Central Dauphin East MS,541,0,0,0,0.00%
Dauphin,115221402,Central Dauphin SD,1746,Central Dauphin East SHS,"1,507",30,12,42,2.79%
Dauphin,115221402,Central Dauphin SD,7820,Central Dauphin MS,521,0,0,0,0.00%
Dauphin,115221402,Central Dauphin SD,9999,Central Dauphin SD,102,21,4,25,24.51%
Dauphin,115221402,Central Dauphin SD,1745,Central Dauphin SHS,"1,774",20,7,27,1.52%
Dauphin,115221402,Central Dauphin SD,6783,Linglestown MS,504,0,0,0,0.00%
Dauphin,115221402,Central Dauphin SD,1742,Swatara MS,355,0,0,0,0.00%
Dauphin,115220002,Commonwealth Charter Academy CS,7774,Commonwealth Charter Academy CS,"5,925",300,332,632,10.67%
Dauphin,115221607,Dauphin County Technical School,5278,Dauphin County Technical School,"1,016",3,1,4,0.39%
Dauphin,115221753,Derry Township SD,9999,Derry Township SD,8,0,0,0,0.00%
Dauphin,115221753,Derry Township SD,4801,Hershey HS,"1,229",1,2,3,0.24%
Dauphin,115221753,Derry Township SD,7186,Hershey Intrmd El Sch,1,0,0,0,0.00%
Dauphin,115221753,Derry Township SD,6678,Hershey MS,562,0,0,0,0.00%
Dauphin,115222504,Halifax Area SD,6330,Halifax Area HS,266,2,3,5,1.88%
Dauphin,115222504,Halifax Area SD,6331,Halifax Area MS,144,0,0,0,0.00%
Dauphin,115222504,Halifax Area SD,9999,Halifax Area SD,4,0,0,0,0.00%
Dauphin,115222752,Harrisburg City SD,8264,Camp Curtin Academy,314,3,6,9,2.87%
Dauphin,115222752,Harrisburg City SD,8376,Cougar Academy,117,3,2,5,4.27%
Dauphin,115222752,Harrisburg City SD,9999,Harrisburg City SD,102,11,5,16,15.69%
Dauphin,115222752,Harrisburg City SD,6333,Harrisburg HS,"1,024",58,47,105,10.25%
Dauphin,115222752,Harrisburg City SD,7902,Harrisburg HS - SciTech Cmp,357,0,0,0,0.00%
Dauphin,115222752,Harrisburg City SD,8266,Marshall Academy,79,0,0,0,0.00%
Dauphin,115222752,Harrisburg City SD,7901,Marshall Math Science Academy,156,0,0,0,0.00%
Dauphin,115222752,Harrisburg City SD,7623,Rowland Academy,370,7,11,18,4.86%
Dauphin,115220001,Infinity CS,7765,Infinity CS,34,0,0,0,0.00%
Dauphin,115224003,Lower Dauphin SD,1776,Lower Dauphin HS,"1,122",7,4,11,0.98%
Dauphin,115224003,Lower Dauphin SD,7414,Lower Dauphin MS,607,1,0,1,0.16%
Dauphin,115224003,Lower Dauphin SD,9999,Lower Dauphin SD,6,0,0,0,0.00%
Dauphin,115224003,Lower Dauphin SD,7844,Price,13,0,0,0,0.00%
Dauphin,115226003,Middletown Area SD,1790,Middletown Area HS,631,9,3,12,1.90%
Dauphin,115226003,Middletown Area SD,1785,Middletown Area MS,393,0,0,0,0.00%
Dauphin,115226103,Millersburg Area SD,6682,Millersburg Area MS,126,0,0,0,0.00%
Dauphin,115226103,Millersburg Area SD,9999,Millersburg Area SD,1,0,0,0,0.00%
Dauphin,115226103,Millersburg Area SD,1794,Millersburg Area SHS,247,6,1,7,2.83%
Dauphin,115227871,Reach Cyber CS,8366,Reach Cyber CS,"1,744",62,52,114,6.54%
Dauphin,115228003,Steelton-Highspire SD,1801,Steelton-Highspire HS,593,12,12,24,4.05%
Dauphin,115228303,Susquehanna Township SD,9999,Susquehanna Township SD,38,2,0,2,5.26%
Dauphin,115228303,Susquehanna Township SD,1806,Susquehanna Twp HS,776,2,1,3,0.39%
Dauphin,115228303,Susquehanna Township SD,1805,Susquehanna Twp MS,405,0,0,0,0.00%
Dauphin,115229003,Upper Dauphin Area SD,6340,Upper Dauphin Area HS,363,1,0,1,0.28%
Dauphin,115229003,Upper Dauphin Area SD,6339,Upper Dauphin Area MS,185,0,0,0,0.00%
Delaware,125236827,Chester Charter Scholars Academy CS,8258,Chester CS for the Arts,289,0,0,0,0.00%
Delaware,125232950,Chester Community CS,7539,Chester Community CS,620,3,7,10,1.61%
Delaware,125231232,Chester-Upland SD,6492,Chester HS,994,63,42,105,10.56%
Delaware,125231232,Chester-Upland SD,9999,Chester-Upland SD,15,3,1,4,26.67%
Delaware,125231232,Chester-Upland SD,8303,STEM at Showalter,435,0,1,1,0.23%
Delaware,125231232,Chester-Upland SD,8302,Toby Farms Intermediate School,281,1,2,3,1.07%
Delaware,125231303,Chichester SD,7276,Chichester MS,500,0,0,0,0.00%
Delaware,125231303,Chichester SD,1849,Chichester SHS,954,8,4,12,1.26%
Delaware,125234103,Garnet Valley SD,1869,Garnet Valley HS,"1,623",1,0,1,0.06%
Delaware,125234103,Garnet Valley SD,7313,Garnet Valley MS,766,0,0,0,0.00%
Delaware,125234502,Haverford Township SD,1878,Haverford MS,"1,033",0,0,0,0.00%
Delaware,125234502,Haverford Township SD,1879,Haverford SHS,"1,813",5,1,6,0.33%
Delaware,125235103,Interboro SD,1881,Glenolden Sch,155,1,1,2,1.29%
Delaware,125235103,Interboro SD,9999,Interboro SD,7,0,0,0,0.00%
Delaware,125235103,Interboro SD,1885,Interboro SHS,"1,086",9,7,16,1.47%
Delaware,125235103,Interboro SD,1883,Norwood Sch,142,0,0,0,0.00%
Delaware,125235103,Interboro SD,6508,Prospect Park Sch,133,0,0,0,0.00%
Delaware,125235103,Interboro SD,4847,Tinicum Sch,84,1,0,1,1.19%
